date,open,high,low,close,volume
2025-02-07T09:15:00.000+01:00,28485.8,28785.8,28485.8,28635.8,42
2025-02-07T09:16:00.000+01:00,28488.95,28488.95,28415.4,28415.4,39
2025-02-07T09:17:00.000+01:00,28415.4,28415.4,28353.05,28386.0,14
2025-02-07T09:18:00.000+01:00,28386.0,28386.0,28275.0,28294.8,49
2025-02-07T09:19:00.000+01:00,28294.8,28294.8,28289.4,28289.4,7
2025-02-07T09:20:00.000+01:00,28289.4,28289.4,28250.0,28272.15,37
2025-02-07T09:21:00.000+01:00,28272.15,28289.95,28200.0,28200.0,115
2025-02-07T09:22:00.000+01:00,28200.0,28252.45,28200.0,28252.45,15
2025-02-07T09:23:00.000+01:00,28252.45,28272.8,28252.45,28272.8,2
2025-02-07T09:24:00.000+01:00,28272.8,28272.8,28230.0,28251.65,23
2025-02-07T09:25:00.000+01:00,28251.65,28294.8,28251.65,28270.0,26
2025-02-07T09:26:00.000+01:00,28270.0,28276.35,28230.0,28276.35,144
2025-02-07T09:27:00.000+01:00,28276.35,28300.0,28240.3,28270.0,69
2025-02-07T09:28:00.000+01:00,28270.0,28300.0,28270.0,28284.65,32
2025-02-07T09:29:00.000+01:00,28284.65,28300.0,28284.65,28300.0,22
2025-02-07T09:30:00.000+01:00,28288.0,28300.0,28285.05,28300.0,76
2025-02-07T09:31:00.000+01:00,28300.0,28380.35,28300.0,28368.75,69
2025-02-07T09:32:00.000+01:00,28368.75,28409.4,28350.0,28381.8,29
2025-02-07T09:33:00.000+01:00,28366.4,28367.1,28350.0,28350.0,27
2025-02-07T09:34:00.000+01:00,28350.0,28361.85,28310.2,28313.6,39
2025-02-07T09:35:00.000+01:00,28313.6,28338.15,28263.1,28263.1,34
2025-02-07T09:36:00.000+01:00,28263.1,28308.75,28263.1,28308.75,18
2025-02-07T09:37:00.000+01:00,28308.75,28316.95,28300.15,28301.55,73
2025-02-07T09:38:00.000+01:00,28300.0,28301.55,28269.15,28299.85,39
2025-02-07T09:39:00.000+01:00,28299.85,28300.75,28299.85,28300.0,18
2025-02-07T09:40:00.000+01:00,28300.0,28300.0,28272.3,28272.3,4
2025-02-07T09:41:00.000+01:00,28272.3,28299.8,28272.3,28299.8,1
2025-02-07T09:42:00.000+01:00,28299.8,28299.8,28263.7,28263.7,14
2025-02-07T09:43:00.000+01:00,28263.7,28263.7,28263.7,28263.7,0
2025-02-07T09:44:00.000+01:00,28263.7,28299.2,28263.7,28299.2,1
2025-02-07T09:45:00.000+01:00,28299.2,28299.2,28263.7,28263.7,10
2025-02-07T09:46:00.000+01:00,28263.7,28309.35,28263.7,28309.35,24
2025-02-07T09:47:00.000+01:00,28300.0,28300.0,28263.1,28263.1,13
2025-02-07T09:48:00.000+01:00,28263.1,28290.3,28260.2,28260.2,3
2025-02-07T09:49:00.000+01:00,28260.2,28260.2,28260.2,28260.2,0
2025-02-07T09:50:00.000+01:00,28260.2,28260.35,28260.2,28260.35,8
2025-02-07T09:51:00.000+01:00,28260.35,28299.0,28260.35,28299.0,5
2025-02-07T09:52:00.000+01:00,28296.7,28296.7,28260.9,28260.9,2
2025-02-07T09:53:00.000+01:00,28260.9,28260.9,28260.85,28260.85,1
2025-02-07T09:54:00.000+01:00,28260.85,28300.0,28260.85,28300.0,3
2025-02-07T09:55:00.000+01:00,28300.0,28300.0,28261.0,28261.0,1
2025-02-07T09:56:00.000+01:00,28261.0,28261.0,28261.0,28261.0,0
2025-02-07T09:57:00.000+01:00,28300.0,28300.0,28270.05,28270.05,11
2025-02-07T09:58:00.000+01:00,28270.05,28299.65,28270.05,28298.75,8
2025-02-07T09:59:00.000+01:00,28298.75,28298.75,28270.0,28270.0,12
2025-02-07T10:00:00.000+01:00,28270.0,28270.0,28260.9,28260.9,2
2025-02-07T10:01:00.000+01:00,28260.9,28260.9,28260.9,28260.9,0
2025-02-07T10:02:00.000+01:00,28260.9,28280.0,28260.9,28274.3,15
2025-02-07T10:03:00.000+01:00,28274.3,28286.3,28260.0,28260.1,11
2025-02-07T10:04:00.000+01:00,28260.1,28265.0,28260.1,28265.0,1
2025-02-07T10:05:00.000+01:00,28265.0,28265.0,28265.0,28265.0,0
2025-02-07T10:06:00.000+01:00,28265.0,28299.15,28265.0,28299.15,4
2025-02-07T10:07:00.000+01:00,28299.15,28299.15,28276.0,28276.0,7
2025-02-07T10:08:00.000+01:00,28276.0,28298.55,28274.2,28274.2,10
2025-02-07T10:09:00.000+01:00,28274.2,28274.2,28274.2,28274.2,2
2025-02-07T10:10:00.000+01:00,28274.2,28300.0,28274.2,28300.0,4
2025-02-07T10:11:00.000+01:00,28300.0,28300.0,28274.2,28274.2,5
2025-02-07T10:12:00.000+01:00,28274.2,28299.3,28273.9,28273.9,7
2025-02-07T10:13:00.000+01:00,28273.9,28273.9,28260.0,28260.0,2
2025-02-07T10:14:00.000+01:00,28260.0,28275.0,28260.0,28275.0,1
2025-02-07T10:15:00.000+01:00,28275.0,28275.0,28250.0,28250.0,40
2025-02-07T10:16:00.000+01:00,28250.0,28265.7,28250.0,28265.7,22
2025-02-07T10:17:00.000+01:00,28265.7,28265.7,28240.05,28250.05,16
2025-02-07T10:18:00.000+01:00,28250.05,28250.05,28225.0,28250.05,27
2025-02-07T10:19:00.000+01:00,28225.0,28225.0,28222.5,28222.5,8
2025-02-07T10:20:00.000+01:00,28222.5,28223.6,28211.3,28211.3,22
2025-02-07T10:21:00.000+01:00,28211.3,28225.9,28211.3,28224.2,9
2025-02-07T10:22:00.000+01:00,28270.0,28276.35,28214.55,28220.9,15
2025-02-07T10:23:00.000+01:00,28220.9,28221.7,28220.9,28221.7,3
2025-02-07T10:24:00.000+01:00,28221.7,28221.7,28211.3,28211.3,60
2025-02-07T10:25:00.000+01:00,28211.3,28211.3,28210.0,28210.8,32
2025-02-07T10:26:00.000+01:00,28210.8,28210.8,28201.0,28201.0,11
2025-02-07T10:27:00.000+01:00,28201.0,28210.8,28201.0,28201.0,14
2025-02-07T10:28:00.000+01:00,28201.0,28201.0,28201.0,28201.0,5
2025-02-07T10:29:00.000+01:00,28201.0,28201.0,28201.0,28201.0,5
