date,open,high,low,close,volume
2025-02-06T09:15:00.000+01:00,28990.0,28990.0,28444.0,28514.9,215
2025-02-06T09:16:00.000+01:00,28515.3,28611.65,28454.2,28535.2,193
2025-02-06T09:17:00.000+01:00,28515.0,28560.3,28442.1,28560.3,158
2025-02-06T09:18:00.000+01:00,28514.1,28525.05,28400.25,28450.3,129
2025-02-06T09:19:00.000+01:00,28450.3,28620.6,28450.25,28530.6,92
2025-02-06T09:20:00.000+01:00,28486.7,28531.2,28455.3,28529.5,89
2025-02-06T09:21:00.000+01:00,28529.5,28529.5,28460.05,28510.0,82
2025-02-06T09:22:00.000+01:00,28510.05,28620.55,28510.05,28559.15,64
2025-02-06T09:23:00.000+01:00,28575.95,28575.95,28500.15,28500.15,17
2025-02-06T09:24:00.000+01:00,28506.6,28540.3,28486.7,28540.3,15
2025-02-06T09:25:00.000+01:00,28540.3,28540.3,28460.0,28460.0,43
2025-02-06T09:26:00.000+01:00,28460.0,28550.2,28460.0,28550.2,119
2025-02-06T09:27:00.000+01:00,28511.05,28521.85,28475.7,28521.5,37
2025-02-06T09:28:00.000+01:00,28521.5,28521.5,28460.65,28490.25,26
2025-02-06T09:29:00.000+01:00,28490.2,28490.2,28400.1,28449.6,56
2025-02-06T09:30:00.000+01:00,28449.6,28449.6,28350.0,28385.8,99
2025-02-06T09:31:00.000+01:00,28385.7,28385.8,28329.0,28385.8,71
2025-02-06T09:32:00.000+01:00,28385.8,28385.8,28302.0,28302.0,48
2025-02-06T09:33:00.000+01:00,28291.9,28300.0,28263.2,28282.7,74
2025-02-06T09:34:00.000+01:00,28282.65,28363.45,28282.65,28339.0,97
2025-02-06T09:35:00.000+01:00,28339.0,28339.0,28247.4,28279.95,88
2025-02-06T09:36:00.000+01:00,28279.9,28317.8,28249.95,28299.75,99
2025-02-06T09:37:00.000+01:00,28299.75,28299.75,28251.15,28252.15,11
2025-02-06T09:38:00.000+01:00,28252.1,28300.0,28252.1,28300.0,71
2025-02-06T09:39:00.000+01:00,28282.4,28282.4,28252.05,28281.7,45
2025-02-06T09:40:00.000+01:00,28282.05,28282.05,28251.15,28270.4,21
2025-02-06T09:41:00.000+01:00,28270.4,28300.0,28251.15,28300.0,47
2025-02-06T09:42:00.000+01:00,28299.95,28370.15,28299.95,28345.25,80
2025-02-06T09:43:00.000+01:00,28345.2,28395.0,28321.8,28395.0,31
2025-02-06T09:44:00.000+01:00,28383.5,28404.85,28311.45,28359.8,37
2025-02-06T09:45:00.000+01:00,28359.8,28409.4,28313.5,28409.4,28
2025-02-06T09:46:00.000+01:00,28409.4,28409.7,28361.8,28367.85,27
2025-02-06T09:47:00.000+01:00,28409.3,28409.3,28369.25,28372.9,9
2025-02-06T09:48:00.000+01:00,28376.5,28408.2,28376.5,28394.7,18
2025-02-06T09:49:00.000+01:00,28394.7,28449.95,28385.55,28416.05,69
2025-02-06T09:50:00.000+01:00,28416.05,28416.05,28399.15,28402.2,18
2025-02-06T09:51:00.000+01:00,28402.2,28402.2,28376.5,28401.75,22
