date,open,high,low,close,volume
2025-02-05T09:15:00.000+01:00,29146.0,29196.3,28841.55,28841.55,94
2025-02-05T09:16:00.000+01:00,28820.0,29000.0,28820.0,28960.65,74
2025-02-05T09:17:00.000+01:00,28960.65,28960.65,28901.1,28901.1,76
2025-02-05T09:18:00.000+01:00,28901.1,28977.5,28889.6,28977.5,58
2025-02-05T09:19:00.000+01:00,28977.5,28977.5,28924.6,28924.6,29
2025-02-05T09:20:00.000+01:00,28935.75,29025.15,28935.75,28999.9,39
2025-02-05T09:21:00.000+01:00,28999.9,29023.15,28909.0,28909.0,15
2025-02-05T09:22:00.000+01:00,28924.55,28976.75,28924.55,28976.7,23
2025-02-05T09:23:00.000+01:00,28976.7,28976.7,28909.0,28911.0,13
2025-02-05T09:24:00.000+01:00,28911.0,28939.0,28831.0,28859.75,53
2025-02-05T09:25:00.000+01:00,28859.75,28859.75,28859.2,28859.2,4
2025-02-05T09:26:00.000+01:00,28832.2,28889.75,28832.2,28884.0,41
2025-02-05T09:27:00.000+01:00,28884.0,28895.35,28884.0,28895.35,12
2025-02-05T09:28:00.000+01:00,28895.35,28895.35,28870.0,28882.8,10
2025-02-05T09:29:00.000+01:00,28882.8,28882.8,28832.0,28832.0,41
2025-02-05T09:30:00.000+01:00,28832.0,28880.25,28820.9,28848.6,16
2025-02-05T09:31:00.000+01:00,28850.0,28850.0,28794.25,28800.0,53
2025-02-05T09:32:00.000+01:00,28809.7,28809.7,28800.0,28805.0,14
2025-02-05T09:33:00.000+01:00,28805.0,28810.0,28766.05,28798.4,54
2025-02-05T09:34:00.000+01:00,28798.4,28798.4,28750.0,28759.95,31
2025-02-05T09:35:00.000+01:00,28759.95,28759.95,28719.45,28749.25,16
2025-02-05T09:36:00.000+01:00,28749.25,28794.8,28749.25,28794.8,10
2025-02-05T09:37:00.000+01:00,28794.8,28819.0,28788.7,28788.7,51
2025-02-05T09:38:00.000+01:00,28788.7,28799.9,28774.4,28780.0,17
2025-02-05T09:39:00.000+01:00,28780.0,28780.0,28749.35,28774.95,9
2025-02-05T09:40:00.000+01:00,28775.0,28775.0,28762.45,28770.0,10
2025-02-05T09:41:00.000+01:00,28770.0,28780.0,28769.95,28780.0,34
2025-02-05T09:42:00.000+01:00,28780.0,28800.0,28780.0,28780.25,27
2025-02-05T09:43:00.000+01:00,28780.25,28793.6,28780.2,28780.2,8
2025-02-05T09:44:00.000+01:00,28747.95,28785.8,28729.85,28766.4,72
