date,open,high,low,close,volume
2025-02-06T09:15:00.000+01:00,1032.9,1032.9,1009.85,1011.1,11027
2025-02-06T09:16:00.000+01:00,1011.15,1014.25,1010.2,1013.8,2922
2025-02-06T09:17:00.000+01:00,1013.8,1015.85,1013.8,1014.5,2915
2025-02-06T09:18:00.000+01:00,1015.65,1015.65,1012.65,1014.05,2641
2025-02-06T09:19:00.000+01:00,1014.05,1014.65,1013.0,1014.45,2422
2025-02-06T09:20:00.000+01:00,1013.4,1013.6,1012.5,1012.8,1895
2025-02-06T09:21:00.000+01:00,1012.85,1012.85,1010.25,1010.25,980
2025-02-06T09:22:00.000+01:00,1010.9,1010.9,1005.65,1006.1,3629
2025-02-06T09:23:00.000+01:00,1006.1,1007.15,1005.35,1006.55,702
2025-02-06T09:24:00.000+01:00,1006.55,1008.35,1006.55,1008.35,1935
2025-02-06T09:25:00.000+01:00,1008.35,1008.5,1006.6,1007.35,2788
2025-02-06T09:26:00.000+01:00,1006.7,1006.7,1006.2,1006.2,1351
2025-02-06T09:27:00.000+01:00,1005.95,1006.5,1003.75,1004.6,1016
2025-02-06T09:28:00.000+01:00,1004.0,1005.8,1004.0,1004.15,599
2025-02-06T09:29:00.000+01:00,1004.15,1004.6,1003.4,1004.0,544
2025-02-06T09:30:00.000+01:00,1004.0,1006.45,1000.0,1000.35,5781
2025-02-06T09:31:00.000+01:00,1001.15,1001.25,996.15,997.5,3798
2025-02-06T09:32:00.000+01:00,998.05,998.05,995.65,996.4,525
2025-02-06T09:33:00.000+01:00,996.4,996.55,994.55,995.65,2150
2025-02-06T09:34:00.000+01:00,995.5,996.55,995.45,995.9,2607
2025-02-06T09:35:00.000+01:00,995.9,997.6,995.0,997.55,999
2025-02-06T09:36:00.000+01:00,997.75,1003.1,997.75,1003.1,2096
2025-02-06T09:37:00.000+01:00,1003.1,1004.45,997.65,1000.6,9693
2025-02-06T09:38:00.000+01:00,1000.6,1001.4,1000.1,1001.1,1303
2025-02-06T09:39:00.000+01:00,1001.1,1001.65,1000.3,1000.65,1005
2025-02-06T09:40:00.000+01:00,1001.45,1001.45,1000.05,1000.75,704
2025-02-06T09:41:00.000+01:00,1000.75,1000.95,1000.65,1000.95,1433
2025-02-06T09:42:00.000+01:00,1000.95,1000.95,1000.2,1000.2,437
2025-02-06T09:43:00.000+01:00,1000.65,1000.65,998.05,999.0,5510
2025-02-06T09:44:00.000+01:00,999.0,1000.85,998.7,1000.4,1379
2025-02-06T09:45:00.000+01:00,999.95,1001.85,999.2,1001.85,687
2025-02-06T09:46:00.000+01:00,1002.75,1003.9,1002.15,1003.85,3353
2025-02-06T09:47:00.000+01:00,1004.8,1007.65,1004.8,1006.8,4585
2025-02-06T09:48:00.000+01:00,1006.8,1006.8,1003.3,1003.3,1138
2025-02-06T09:49:00.000+01:00,1003.3,1004.8,1002.35,1002.45,2243
2025-02-06T09:50:00.000+01:00,1002.45,1002.55,1001.15,1001.35,4824
2025-02-06T09:51:00.000+01:00,1001.35,1002.45,1001.2,1002.05,1083
2025-02-06T09:52:00.000+01:00,1002.05,1002.45,997.75,998.4,6034
2025-02-06T09:53:00.000+01:00,998.4,999.6,998.1,998.4,1897
2025-02-06T09:54:00.000+01:00,998.4,998.4,998.0,998.1,520
2025-02-06T09:55:00.000+01:00,998.1,998.85,997.2,998.0,1590
2025-02-06T09:56:00.000+01:00,997.7,997.95,995.05,995.05,3982
2025-02-06T09:57:00.000+01:00,995.2,999.0,995.2,998.6,3396
2025-02-06T09:58:00.000+01:00,998.6,999.75,998.0,998.2,1102
2025-02-06T09:59:00.000+01:00,998.2,998.2,997.65,998.0,743
2025-02-06T10:00:00.000+01:00,998.0,998.0,997.55,997.95,277
2025-02-06T10:01:00.000+01:00,997.95,997.95,994.25,994.25,1987
2025-02-06T10:02:00.000+01:00,994.6,995.5,993.0,994.05,1135
2025-02-06T10:03:00.000+01:00,994.05,996.25,993.8,995.95,1424
2025-02-06T10:04:00.000+01:00,995.95,996.95,995.45,996.0,711
2025-02-06T10:05:00.000+01:00,995.5,997.7,995.5,997.7,3093
2025-02-06T10:06:00.000+01:00,996.75,998.0,996.7,997.85,744
2025-02-06T10:07:00.000+01:00,997.3,997.3,996.35,997.25,2599
2025-02-06T10:08:00.000+01:00,997.25,997.8,996.0,996.6,631
2025-02-06T10:09:00.000+01:00,996.6,996.6,994.8,994.8,516
2025-02-06T10:10:00.000+01:00,995.0,995.3,994.1,994.75,1058
2025-02-06T10:11:00.000+01:00,994.75,994.75,993.25,993.6,2889
2025-02-06T10:12:00.000+01:00,994.4,995.7,994.4,995.7,1175
2025-02-06T10:13:00.000+01:00,995.7,995.7,994.6,995.0,209
2025-02-06T10:14:00.000+01:00,995.0,995.55,994.5,995.0,574
2025-02-06T10:15:00.000+01:00,995.0,995.55,994.5,994.8,954
2025-02-06T10:16:00.000+01:00,994.75,995.65,994.0,995.6,2528
2025-02-06T10:17:00.000+01:00,995.6,996.85,995.55,996.4,430
2025-02-06T10:18:00.000+01:00,996.4,997.9,996.4,997.65,775
2025-02-06T10:19:00.000+01:00,997.4,998.0,996.65,997.4,2844
2025-02-06T10:20:00.000+01:00,997.4,997.9,996.25,996.4,714
2025-02-06T10:21:00.000+01:00,996.4,997.6,996.15,997.45,368
2025-02-06T10:22:00.000+01:00,997.45,998.0,996.7,997.0,2431
2025-02-06T10:23:00.000+01:00,996.95,996.95,995.95,995.95,687
2025-02-06T10:24:00.000+01:00,995.95,996.25,995.95,996.25,351
2025-02-06T10:25:00.000+01:00,996.25,996.25,995.0,995.8,2221
2025-02-06T10:26:00.000+01:00,995.8,995.8,993.0,993.25,4835
2025-02-06T10:27:00.000+01:00,993.25,993.25,991.15,992.35,1191
2025-02-06T10:28:00.000+01:00,992.35,992.35,991.55,991.9,772
2025-02-06T10:29:00.000+01:00,992.05,992.65,992.05,992.2,262
2025-02-06T10:30:00.000+01:00,992.2,994.75,992.2,994.75,1971
2025-02-06T10:31:00.000+01:00,994.75,995.05,992.55,993.7,2452
2025-02-06T10:32:00.000+01:00,993.7,993.9,992.3,992.3,385
2025-02-06T10:33:00.000+01:00,992.3,993.45,992.3,993.3,881
2025-02-06T10:34:00.000+01:00,993.3,993.65,992.75,993.55,802
2025-02-06T10:35:00.000+01:00,993.6,993.6,991.0,991.25,1839
2025-02-06T10:36:00.000+01:00,991.25,991.25,987.95,988.85,11242
2025-02-06T10:37:00.000+01:00,988.85,989.3,988.5,989.0,1737
2025-02-06T10:38:00.000+01:00,989.05,989.15,987.0,987.75,8797
2025-02-06T10:39:00.000+01:00,987.8,988.55,987.5,987.8,1995
2025-02-06T10:40:00.000+01:00,987.65,987.65,986.55,987.0,812
2025-02-06T10:41:00.000+01:00,987.0,987.15,986.55,986.65,1064
2025-02-06T10:42:00.000+01:00,986.65,993.65,986.65,991.95,13372
2025-02-06T10:43:00.000+01:00,991.95,991.95,987.45,987.45,3736
2025-02-06T10:44:00.000+01:00,987.45,987.75,986.05,987.75,826
2025-02-06T10:45:00.000+01:00,987.75,988.0,987.0,988.0,959
